"Trial","Reef","Treatment","T6.comparison","Read.number","contained.pred","sublethal.threat","lethal.threat","Year","Year.fact"
5,4,"Low","Low",17,0,0,0,2018,"2018"
5,4,"Low","Low",18,0,0,0,2018,"2018"
5,4,"Low","Low",19,1,0,0,2018,"2018"
5,4,"Low","Low",20,0,0,0,2018,"2018"
5,5,"Medium","Medium",1,1,0,0,2018,"2018"
5,5,"Medium","Medium",2,1,0,0,2018,"2018"
5,5,"Medium","Medium",3,0,0,0,2018,"2018"
5,5,"Medium","Medium",4,0,0,0,2018,"2018"
5,5,"Medium","Medium",5,0,0,0,2018,"2018"
5,5,"Medium","Medium",6,1,0,0,2018,"2018"
5,5,"Medium","Medium",7,1,0,0,2018,"2018"
5,5,"Medium","Medium",8,1,0,0,2018,"2018"
5,5,"Medium","Medium",9,1,1,0,2018,"2018"
5,5,"Medium","Medium",10,1,0,0,2018,"2018"
5,5,"Medium","Medium",11,1,0,0,2018,"2018"
5,5,"Medium","Medium",12,0,0,0,2018,"2018"
5,5,"Medium","Medium",13,1,1,0,2018,"2018"
5,5,"Medium","Medium",14,1,1,0,2018,"2018"
5,5,"Medium","Medium",15,0,0,0,2018,"2018"
5,5,"Medium","Medium",15,1,1,0,2018,"2018"
5,5,"Medium","Medium",15,1,1,0,2018,"2018"
5,5,"Medium","Medium",15,0,0,0,2018,"2018"
5,5,"Medium","Medium",16,1,0,0,2018,"2018"
5,6,"High","High",1,1,1,0,2018,"2018"
5,6,"High","High",2,1,0,0,2018,"2018"
5,6,"High","High",3,1,0,0,2018,"2018"
5,6,"High","High",4,1,0,1,2018,"2018"
5,6,"High","High",5,1,0,0,2018,"2018"
5,6,"High","High",6,1,0,0,2018,"2018"
5,6,"High","High",7,1,1,0,2018,"2018"
5,6,"High","High",8,1,0,0,2018,"2018"
5,6,"High","High",9,1,0,0,2018,"2018"
5,6,"High","High",10,1,0,0,2018,"2018"
5,7,"Medium","Medium",1,1,0,0,2018,"2018"
5,7,"Medium","Medium",2,0,0,0,2018,"2018"
5,7,"Medium","Medium",3,1,0,0,2018,"2018"
5,7,"Medium","Medium",4,0,0,0,2018,"2018"
5,7,"Medium","Medium",5,0,0,0,2018,"2018"
5,7,"Medium","Medium",6,0,0,0,2018,"2018"
5,7,"Medium","Medium",7,1,0,0,2018,"2018"
5,7,"Medium","Medium",8,1,0,0,2018,"2018"
5,7,"Medium","Medium",9,1,0,0,2018,"2018"
5,7,"Medium","Medium",10,0,0,0,2018,"2018"
5,7,"Medium","Medium",11,0,0,0,2018,"2018"
5,7,"Medium","Medium",12,1,0,0,2018,"2018"
5,7,"Medium","Medium",13,1,0,0,2018,"2018"
5,7,"Medium","Medium",14,1,0,0,2018,"2018"
5,7,"Medium","Medium",15,1,0,0,2018,"2018"
5,7,"Medium","Medium",16,1,1,0,2018,"2018"
5,7,"Medium","Medium",17,0,0,0,2018,"2018"
5,7,"Medium","Medium",18,0,0,0,2018,"2018"
5,8,"Low","Low",1,1,0,0,2018,"2018"
5,8,"Low","Low",2,0,0,0,2018,"2018"
5,8,"Low","Low",3,0,0,0,2018,"2018"
5,8,"Low","Low",4,0,0,0,2018,"2018"
5,8,"Low","Low",5,1,0,0,2018,"2018"
5,8,"Low","Low",6,0,0,0,2018,"2018"
5,8,"Low","Low",7,0,0,0,2018,"2018"
5,8,"Low","Low",8,0,0,0,2018,"2018"
5,8,"Low","Low",9,1,0,0,2018,"2018"
5,8,"Low","Low",10,0,0,0,2018,"2018"
5,8,"Low","Low",11,0,0,0,2018,"2018"
5,8,"Low","Low",12,0,0,0,2018,"2018"
5,8,"Low","Low",13,0,0,0,2018,"2018"
5,8,"Low","Low",14,0,0,0,2018,"2018"
5,8,"Low","Low",15,0,0,0,2018,"2018"
5,8,"Low","Low",16,0,0,0,2018,"2018"
5,8,"Low","Low",17,0,0,0,2018,"2018"
5,8,"Low","Low",18,0,0,0,2018,"2018"
5,8,"Low","Low",19,0,0,0,2018,"2018"
5,9,"High","High",1,0,0,0,2018,"2018"
5,9,"High","High",2,1,0,0,2018,"2018"
5,9,"High","High",3,0,0,0,2018,"2018"
5,9,"High","High",4,0,0,0,2018,"2018"
5,9,"High","High",5,0,0,0,2018,"2018"
5,9,"High","High",6,0,0,0,2018,"2018"
5,9,"High","High",7,1,0,0,2018,"2018"
5,9,"High","High",8,0,0,0,2018,"2018"
5,9,"High","High",9,1,1,0,2018,"2018"
5,9,"High","High",10,1,1,0,2018,"2018"
5,9,"High","High",11,0,0,0,2018,"2018"
5,9,"High","High",12,0,0,0,2018,"2018"
5,9,"High","High",13,0,0,0,2018,"2018"
5,9,"High","High",14,1,0,1,2018,"2018"
5,9,"High","High",15,1,1,0,2018,"2018"
5,9,"High","High",16,0,0,0,2018,"2018"
5,9,"High","High",17,0,0,0,2018,"2018"
5,9,"High","High",18,0,0,0,2018,"2018"
5,9,"High","High",19,0,0,0,2018,"2018"
5,9,"High","High",20,1,0,1,2018,"2018"
5,10,"Medium","Medium",1,1,0,0,2018,"2018"
5,10,"Medium","Medium",2,0,0,0,2018,"2018"
5,10,"Medium","Medium",3,0,0,0,2018,"2018"
5,10,"Medium","Medium",4,0,0,0,2018,"2018"
5,10,"Medium","Medium",5,0,0,0,2018,"2018"
5,10,"Medium","Medium",6,0,0,0,2018,"2018"
5,10,"Medium","Medium",7,1,1,0,2018,"2018"
5,10,"Medium","Medium",8,1,0,0,2018,"2018"
5,10,"Medium","Medium",9,1,1,0,2018,"2018"
5,10,"Medium","Medium",10,1,0,0,2018,"2018"
5,10,"Medium","Medium",11,1,0,0,2018,"2018"
5,10,"Medium","Medium",12,1,0,0,2018,"2018"
5,10,"Medium","Medium",13,0,0,0,2018,"2018"
5,11,"Low","Low",1,0,0,0,2018,"2018"
5,11,"Low","Low",2,1,0,0,2018,"2018"
5,11,"Low","Low",3,0,0,0,2018,"2018"
5,11,"Low","Low",4,0,0,0,2018,"2018"
5,11,"Low","Low",5,1,0,0,2018,"2018"
5,11,"Low","Low",6,1,0,0,2018,"2018"
5,11,"Low","Low",7,0,0,0,2018,"2018"
5,11,"Low","Low",8,1,0,0,2018,"2018"
5,11,"Low","Low",9,1,0,0,2018,"2018"
5,11,"Low","Low",10,0,0,0,2018,"2018"
5,11,"Low","Low",11,1,0,0,2018,"2018"
5,11,"Low","Low",12,1,0,0,2018,"2018"
5,11,"Low","Low",13,1,0,0,2018,"2018"
5,11,"Low","Low",14,1,0,0,2018,"2018"
5,11,"Low","Low",15,1,0,0,2018,"2018"
5,11,"Low","Low",16,0,0,0,2018,"2018"
5,11,"Low","Low",17,0,0,0,2018,"2018"
5,11,"Low","Low",18,0,0,0,2018,"2018"
5,12,"High","High",1,1,1,0,2018,"2018"
5,12,"High","High",2,0,0,0,2018,"2018"
5,12,"High","High",3,1,0,0,2018,"2018"
5,12,"High","High",4,0,0,0,2018,"2018"
5,12,"High","High",5,1,0,0,2018,"2018"
5,12,"High","High",6,1,0,0,2018,"2018"
5,12,"High","High",7,0,0,0,2018,"2018"
5,12,"High","High",8,0,0,0,2018,"2018"
5,12,"High","High",9,1,0,0,2018,"2018"
5,12,"High","High",10,1,0,0,2018,"2018"
5,13,"Low","Low",1,0,0,0,2018,"2018"
5,13,"Low","Low",2,0,0,0,2018,"2018"
5,13,"Low","Low",3,0,0,0,2018,"2018"
5,13,"Low","Low",4,1,0,0,2018,"2018"
5,13,"Low","Low",5,0,0,0,2018,"2018"
5,13,"Low","Low",6,0,0,0,2018,"2018"
5,13,"Low","Low",7,0,0,0,2018,"2018"
5,13,"Low","Low",8,1,0,0,2018,"2018"
5,13,"Low","Low",9,0,0,0,2018,"2018"
5,13,"Low","Low",10,1,0,0,2018,"2018"
5,13,"Low","Low",11,1,0,0,2018,"2018"
5,13,"Low","Low",12,0,0,0,2018,"2018"
5,13,"Low","Low",13,0,0,0,2018,"2018"
5,13,"Low","Low",14,1,0,0,2018,"2018"
5,13,"Low","Low",15,0,0,0,2018,"2018"
5,13,"Low","Low",16,0,0,0,2018,"2018"
5,15,"High","High",1,1,0,0,2018,"2018"
5,15,"High","High",2,0,0,0,2018,"2018"
5,15,"High","High",3,0,0,0,2018,"2018"
5,15,"High","High",4,0,0,0,2018,"2018"
5,15,"High","High",5,0,0,0,2018,"2018"
5,15,"High","High",6,1,0,0,2018,"2018"
5,15,"High","High",7,1,0,0,2018,"2018"
5,15,"High","High",8,0,0,0,2018,"2018"
5,15,"High","High",9,1,0,0,2018,"2018"
5,15,"High","High",10,1,1,0,2018,"2018"
5,15,"High","High",11,1,1,0,2018,"2018"
5,15,"High","High",12,0,0,0,2018,"2018"
5,15,"High","High",13,1,0,0,2018,"2018"
5,15,"High","High",13,0,0,0,2018,"2018"
5,15,"High","High",14,1,0,0,2018,"2018"
5,15,"High","High",15,1,0,0,2018,"2018"
5,15,"High","High",16,0,0,0,2018,"2018"
5,15,"High","High",17,1,0,0,2018,"2018"
5,15,"High","High",18,0,0,0,2018,"2018"
5,15,"High","High",19,0,0,0,2018,"2018"
5,16,"Medium","Medium",1,1,0,0,2018,"2018"
5,16,"Medium","Medium",2,0,0,0,2018,"2018"
5,16,"Medium","Medium",3,0,0,0,2018,"2018"
5,16,"Medium","Medium",4,0,0,0,2018,"2018"
5,16,"Medium","Medium",5,0,0,0,2018,"2018"
5,16,"Medium","Medium",6,0,0,0,2018,"2018"
5,16,"Medium","Medium",7,0,0,0,2018,"2018"
5,16,"Medium","Medium",8,0,0,0,2018,"2018"
5,16,"Medium","Medium",9,0,0,0,2018,"2018"
5,16,"Medium","Medium",10,0,0,0,2018,"2018"
5,16,"Medium","Medium",11,0,0,0,2018,"2018"
5,16,"Medium","Medium",12,0,0,0,2018,"2018"
5,16,"Medium","Medium",13,0,0,0,2018,"2018"
5,16,"Medium","Medium",14,0,0,0,2018,"2018"
5,16,"Medium","Medium",15,0,0,0,2018,"2018"
5,16,"Medium","Medium",16,0,0,0,2018,"2018"
5,16,"Medium","Medium",17,0,0,0,2018,"2018"
5,16,"Medium","Medium",18,0,0,0,2018,"2018"
5,16,"Medium","Medium",19,0,0,0,2018,"2018"
5,17,"Low","Low",1,0,0,0,2018,"2018"
5,17,"Low","Low",2,0,0,0,2018,"2018"
5,17,"Low","Low",3,0,0,0,2018,"2018"
5,17,"Low","Low",4,0,0,0,2018,"2018"
5,17,"Low","Low",5,0,0,0,2018,"2018"
5,17,"Low","Low",6,0,0,0,2018,"2018"
5,17,"Low","Low",7,0,0,0,2018,"2018"
5,17,"Low","Low",8,0,0,0,2018,"2018"
5,17,"Low","Low",9,0,0,0,2018,"2018"
5,17,"Low","Low",10,0,0,0,2018,"2018"
5,17,"Low","Low",11,0,0,0,2018,"2018"
5,17,"Low","Low",12,0,0,0,2018,"2018"
5,17,"Low","Low",13,0,0,0,2018,"2018"
5,18,"High","High",1,0,0,0,2018,"2018"
5,18,"High","High",2,0,0,0,2018,"2018"
5,18,"High","High",2,0,0,0,2018,"2018"
5,18,"High","High",4,0,0,0,2018,"2018"
5,18,"High","High",5,0,0,0,2018,"2018"
5,18,"High","High",6,0,0,0,2018,"2018"
5,18,"High","High",7,0,0,0,2018,"2018"
5,18,"High","High",8,0,0,0,2018,"2018"
5,18,"High","High",9,1,0,0,2018,"2018"
5,18,"High","High",10,0,0,0,2018,"2018"
6,2,"High","Uncaged",1,0,0,0,2018,"2018"
6,2,"High","Uncaged",2,1,0,0,2018,"2018"
6,2,"High","Uncaged",3,1,0,0,2018,"2018"
6,2,"High","Uncaged",4,1,1,0,2018,"2018"
6,2,"High","Uncaged",5,0,0,0,2018,"2018"
6,2,"High","Uncaged",6,1,0,0,2018,"2018"
6,2,"High","Uncaged",7,1,0,0,2018,"2018"
6,2,"High","Uncaged",8,1,0,0,2018,"2018"
6,2,"High","Uncaged",9,1,0,0,2018,"2018"
6,2,"High","Uncaged",10,1,0,0,2018,"2018"
6,2,"High","Uncaged",11,1,0,0,2018,"2018"
6,2,"High","Uncaged",12,1,0,0,2018,"2018"
6,2,"High","Uncaged",13,1,0,0,2018,"2018"
6,2,"High","Uncaged",14,0,0,0,2018,"2018"
6,2,"High","Uncaged",15,1,0,0,2018,"2018"
6,7,"High","High",1,0,0,0,2018,"2018"
6,7,"High","High",2,1,0,0,2018,"2018"
6,7,"High","High",3,1,0,0,2018,"2018"
6,7,"High","High",4,1,0,0,2018,"2018"
6,7,"High","High",5,1,0,0,2018,"2018"
6,7,"High","High",6,1,0,0,2018,"2018"
6,7,"High","High",7,1,0,0,2018,"2018"
6,7,"High","High",8,1,0,0,2018,"2018"
6,7,"High","High",9,1,0,0,2018,"2018"
6,7,"High","High",10,1,0,0,2018,"2018"
6,7,"High","High",11,1,0,0,2018,"2018"
6,7,"High","High",12,0,0,0,2018,"2018"
6,7,"High","High",13,0,0,0,2018,"2018"
6,7,"High","High",14,0,0,0,2018,"2018"
6,7,"High","High",15,1,0,1,2018,"2018"
6,8,"High","Uncaged",1,0,0,0,2018,"2018"
6,8,"High","Uncaged",2,0,0,0,2018,"2018"
6,8,"High","Uncaged",3,0,0,0,2018,"2018"
6,8,"High","Uncaged",4,1,0,0,2018,"2018"
6,8,"High","Uncaged",5,1,0,0,2018,"2018"
6,8,"High","Uncaged",6,1,0,0,2018,"2018"
6,8,"High","Uncaged",7,1,1,0,2018,"2018"
6,8,"High","Uncaged",8,1,0,0,2018,"2018"
6,8,"High","Uncaged",9,0,0,0,2018,"2018"
6,8,"High","Uncaged",10,1,1,1,2018,"2018"
6,8,"High","Uncaged",11,1,0,0,2018,"2018"
6,8,"High","Uncaged",12,0,0,0,2018,"2018"
6,8,"High","Uncaged",13,1,0,1,2018,"2018"
6,8,"High","Uncaged",14,0,0,0,2018,"2018"
6,8,"High","Uncaged",15,1,0,1,2018,"2018"
6,10,"High","High",1,1,0,0,2018,"2018"
6,10,"High","High",2,0,0,0,2018,"2018"
6,10,"High","High",3,1,0,0,2018,"2018"
6,10,"High","High",4,0,0,0,2018,"2018"
6,10,"High","High",5,1,0,0,2018,"2018"
6,10,"High","High",6,0,0,0,2018,"2018"
6,10,"High","High",7,1,0,0,2018,"2018"
6,10,"High","High",8,0,0,0,2018,"2018"
6,10,"High","High",9,0,0,0,2018,"2018"
6,10,"High","High",10,0,0,0,2018,"2018"
6,10,"High","High",11,0,0,0,2018,"2018"
6,10,"High","High",12,1,0,0,2018,"2018"
6,10,"High","High",13,1,1,0,2018,"2018"
6,10,"High","High",14,1,0,0,2018,"2018"
6,12,"High","Uncaged",1,1,0,0,2018,"2018"
6,12,"High","Uncaged",2,0,0,0,2018,"2018"
6,12,"High","Uncaged",3,0,0,0,2018,"2018"
6,12,"High","Uncaged",4,1,0,0,2018,"2018"
6,12,"High","Uncaged",5,0,0,0,2018,"2018"
6,12,"High","Uncaged",6,1,0,0,2018,"2018"
6,12,"High","Uncaged",7,0,0,0,2018,"2018"
6,12,"High","Uncaged",8,1,0,0,2018,"2018"
6,12,"High","Uncaged",9,0,0,0,2018,"2018"
6,12,"High","Uncaged",10,1,0,0,2018,"2018"
6,12,"High","Uncaged",11,1,0,0,2018,"2018"
6,12,"High","Uncaged",12,1,0,1,2018,"2018"
6,17,"High","High",1,0,0,0,2018,"2018"
6,17,"High","High",2,0,0,0,2018,"2018"
6,17,"High","High",3,0,0,0,2018,"2018"
6,17,"High","High",4,0,0,0,2018,"2018"
6,17,"High","High",5,0,0,0,2018,"2018"
6,17,"High","High",6,1,0,1,2018,"2018"
6,17,"High","High",7,0,0,0,2018,"2018"
6,17,"High","High",8,0,0,0,2018,"2018"
6,17,"High","High",9,0,0,0,2018,"2018"
6,17,"High","High",10,0,0,0,2018,"2018"
6,19,"High","Uncaged",1,0,0,0,2018,"2018"
6,19,"High","Uncaged",2,1,1,0,2018,"2018"
6,19,"High","Uncaged",3,0,0,0,2018,"2018"
6,19,"High","Uncaged",4,1,0,0,2018,"2018"
6,19,"High","Uncaged",5,1,1,0,2018,"2018"
6,19,"High","Uncaged",6,1,0,1,2018,"2018"
6,19,"High","Uncaged",7,1,1,0,2018,"2018"
6,19,"High","Uncaged",8,1,0,0,2018,"2018"
6,19,"High","Uncaged",9,1,0,0,2018,"2018"
6,19,"High","Uncaged",10,1,0,0,2018,"2018"
6,19,"High","Uncaged",11,1,0,0,2018,"2018"
6,19,"High","Uncaged",12,0,0,0,2018,"2018"
6,20,"High","High",1,0,0,0,2018,"2018"
6,20,"High","High",2,1,0,1,2018,"2018"
6,20,"High","High",3,1,0,1,2018,"2018"
6,20,"High","High",4,1,0,0,2018,"2018"
6,20,"High","High",5,1,1,0,2018,"2018"
6,20,"High","High",6,0,0,0,2018,"2018"
6,20,"High","High",7,0,0,0,2018,"2018"
6,20,"High","High",8,0,0,0,2018,"2018"
6,20,"High","High",9,0,0,0,2018,"2018"
6,20,"High","High",10,0,0,0,2018,"2018"
